staff_id,first_name,last_name,full_name,gender,age,contact_number,role,department,specialization,qualification,years_experience,shift,hospital_id,hospital_name,city,governorate,on_leave
4928b72b-aca9-481c-96ef-0d750a0662c3,Yahya,Abdel Salam,"Yahya, Abdel Salam",Male,-22,01225777451,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
8dd7b643-faa3-41e1-bedd-3940e0c5e25b,Jamal,Abu Bakr,"Jamal, Abu Bakr",Male,7,01569118513,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
722ab61f-466b-424b-9d8e-dc00a55cdb3f,Dina,Helmy,"Dina, Helmy",Female,-38,01239787372,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
d4181c1e-f59f-4efc-955e-6280727a1e46,Donia,Rashad,"Donia, Rashad",Female,-45,01561991834,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
9db9309e-559a-4e77-b261-963f6782ebee,Moustafa,El-Gendy,"Moustafa, El-Gendy",Male,19,01212516213,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
68253a00-cf91-45b3-9b5a-60ff746b90f9,Sawsan,Mohamed,"Sawsan, Mohamed",Female,-49,01247783461,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,True
a3b8492e-2277-406f-8751-ccdf9b344949,Hala,Mohamed,"Hala, Mohamed",Female,-56,01237827093,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
d90e60f6-4d77-4455-b400-efba81e8a27d,Beshoy,Abdel Malik,"Beshoy, Abdel Malik",Male,-60,01250715770,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
a7f56a92-9bff-402c-bc7c-c00e4f2fee54,Raed,Fikry,"Raed, Fikry",Male,25,01566225219,Nurse,General,General Nurse,BSc Nursing,2,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
54574494-8cfc-41fd-b1c1-62450421aa47,Fatima,Abou Elela,"Fatima, Abou Elela",Female,-45,01272877104,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
14581490-ecfc-43ea-a87c-7a9668d416b0,Marwa,Ibrahim,"Marwa, Ibrahim",Female,-56,01163327488,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
07410c91-9e24-4fd8-a084-f3b7fc7b2554,Monir,Abdelhadi,"Monir, Abdelhadi",Male,7,01040969707,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
34eb6fd8-f338-471b-b863-6504c61f9db7,Farah,Elshazly,"Farah, Elshazly",Female,-40,01022151854,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
c84c2f37-7449-4338-9adf-fad16b5058ba,Ashraf,Tawfik,"Ashraf, Tawfik",Male,-62,01021526007,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
a69037c6-6958-4da2-965a-111a376151b2,Raghda,Hegazy,"Raghda, Hegazy",Female,7,01223710068,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
d27ba382-e7e4-4bd9-a1aa-a9d292415033,Marwa,Helmy,"Marwa, Helmy",Female,17,01550413406,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
4f71f7de-6db3-43eb-9a9b-6de22d2225d8,Beshoy,Abdel Aziz,"Beshoy, Abdel Aziz",Male,12,01168128717,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
ecb1d34c-41a4-4ba5-851f-534dd3efef15,Bishoy,Younis,"Bishoy, Younis",Male,-66,01536975993,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,True
369bb20e-d888-4f39-ba16-717cbaa28ef0,Souad,Abd El-Wahab,"Souad, Abd El-Wahab",Female,-57,01050547199,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
8af12586-c289-47d2-9d70-ff5b116d08ab,Majed,Hassan,"Majed, Hassan",Male,-61,01564839070,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,True
a8e906cc-a05c-430d-9b6a-a3ed3922d11f,Samah,Sabry,"Samah, Sabry",Female,-28,01139986374,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
4b7975d5-b162-4d8a-a537-96902574e5f4,Shimaa,El-Gendy,"Shimaa, El-Gendy",Female,17,01233313215,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
bb32890e-0f44-4aee-80c5-a32a16c039ba,Basmalah,Abdel Raouf,"Basmalah, Abdel Raouf",Female,-60,01047030857,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
a9cdb3f8-c702-4ebb-b36a-a6196e5b7619,Hend,Abdel Raouf,"Hend, Abdel Raouf",Female,-40,01036102749,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
ef246083-7495-4f47-983e-6758c56a34cc,Nashaat,Mohsen,"Nashaat, Mohsen",Male,7,01536589697,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
bc1af530-d4d6-49b3-be79-7225cdfee33b,Bassel,Naguib,"Bassel, Naguib",Male,-55,01526361822,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
37343adf-1e9d-4f47-a153-8d3869e3f903,Bassel,Abdelrahman,"Bassel, Abdelrahman",Male,-55,01219156242,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
7af14f9b-56c3-4bad-a9b3-b9bea056100b,Nourhan,Elmasry,"Nourhan, Elmasry",Female,-33,01256411771,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
8a2726e3-e5a8-4a28-9f2f-6ec705b61909,Rawan,Hussein,"Rawan, Hussein",Female,-55,01113435829,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
76a3f22a-f2b3-4c26-8c4d-aee0eb538fe8,Bilal,Hassan,"Bilal, Hassan",Male,-20,01180426580,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
1dda614e-e84b-436e-b00a-44a70ed92a64,Kamal,Abu El-Magd,"Kamal, Abu El-Magd",Female,-55,01153531607,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
98ca0ac2-f278-4570-afb5-1ff51cd03343,Nouhaila,Helmy,"Nouhaila, Helmy",Female,-30,01262187205,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
608ba32b-c4a7-4ec0-93db-96205eb50de1,Yahya,Fathy,"Yahya, Fathy",Male,-19,01122353311,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
48914a4b-36c8-4aae-969e-ed91c3e6fcfa,Raniah,Farag,"Raniah, Farag",Female,-29,01119173664,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
5037610a-4eb7-4d12-bd0f-5d4997ac5228,Seif,Abdel Monem,"Seif, Abdel Monem",Male,-62,01284508367,Nurse,General,General Nurse,BSc Nursing,0,Morning,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
1535e16b-a5c3-4b18-8460-fbf75029ce7b,Bassel,Mokhtar,"Bassel, Mokhtar",Male,-69,01044274846,Nurse,General,General Nurse,BSc Nursing,0,Night,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
7b27173d-d79f-4473-850a-b153ee157365,Riham,Nasr,"Riham, Nasr",Female,-36,01519309251,Nurse,General,General Nurse,BSc Nursing,0,Evening,84f84087-902c-47b0-930b-78a2336ee56b,,Cairo,Cairo,False
